ID,dia,tavg,tmin,tmax,insolacion,precipitacion,pmax,pmin,observatorio
806,2021-04-17,"11,9","6,8","17,0","5,8","0,0",-999,-999,ALICANTE/ALACANT
807,2021-04-18,"13,6","9,9","17,4","8,3","0,0",-999,-999,ALICANTE/ALACANT
808,2021-04-19,"15,4","8,8","22,1","12,2","0,0",-999,-999,ALICANTE/ALACANT
809,2021-04-20,"17,1","14,3","19,9","5,5","0,8",-999,-999,ALICANTE/ALACANT
810,2021-04-21,"17,0","14,0","20,1","4,3","1,6",-999,-999,ALICANTE/ALACANT
811,2021-04-22,"15,2","12,0","18,5","1,3","3,0",-999,-999,ALICANTE/ALACANT
812,2021-04-23,"15,6","11,6","19,6","11,4","0,0",-999,-999,ALICANTE/ALACANT
813,2021-04-24,"16,0","13,2","18,7","3,6",Ip,-999,-999,ALICANTE/ALACANT
814,2021-04-25,"18,6","14,8","22,3","9,6","8,8",-999,-999,ALICANTE/ALACANT
815,2021-04-26,"17,7","14,4","21,0","3,4","3,4",-999,-999,ALICANTE/ALACANT
816,2021-04-27,"19,2","14,6","23,9","7,9","3,6",-999,-999,ALICANTE/ALACANT
817,2021-04-28,"18,4","13,4","23,4","10,1","0,0",-999,-999,ALICANTE/ALACANT
818,2021-04-29,"19,0","13,9","24,0","10,4","0,0",-999,-999,ALICANTE/ALACANT
819,2021-04-30,"18,0","13,8","22,2","9,3",Ip,-999,-999,ALICANTE/ALACANT
820,2021-05-01,"20,2","15,5","25,0","9,9","0,0",-999,-999,ALICANTE/ALACANT
821,2021-05-02,"18,3","14,0","22,6","10,9","0,0",-999,-999,ALICANTE/ALACANT
822,2021-05-03,"17,6","14,2","21,0","7,3","2,8",-999,-999,ALICANTE/ALACANT
823,2021-05-04,"17,2","13,2","21,1","13,0","0,0",-999,-999,ALICANTE/ALACANT
824,2021-05-05,"17,2","12,5","21,9","13,1","0,0",-999,-999,ALICANTE/ALACANT
825,2021-05-06,"18,0","13,2","22,9","13,1","0,0",-999,-999,ALICANTE/ALACANT
826,2021-05-07,"22,1","14,8","29,4","13,3","0,0",-999,-999,ALICANTE/ALACANT
827,2021-05-08,"19,6","15,3","24,0","12,4","0,0",-999,-999,ALICANTE/ALACANT
828,2021-05-09,"21,6","17,1","26,2","10,0",Ip,-999,-999,ALICANTE/ALACANT
829,2021-05-10,"19,9","16,8","23,0","7,2","0,2",-999,-999,ALICANTE/ALACANT
830,2021-05-11,"20,0","14,9","25,2","13,4","0,0",-999,-999,ALICANTE/ALACANT
831,2021-05-12,"18,9","12,8","25,0","12,8","0,0",-999,-999,ALICANTE/ALACANT
832,2021-05-13,"21,2","17,9","24,6","10,9","0,0",-999,-999,ALICANTE/ALACANT
833,2021-05-14,"22,0","16,0","28,0","13,4","0,0",-999,-999,ALICANTE/ALACANT
834,2021-05-15,"21,0","14,5","27,4","12,6","0,0",-999,-999,ALICANTE/ALACANT
835,2021-05-16,"26,8","17,8","35,8","12,8","0,0",-999,-999,ALICANTE/ALACANT
836,2021-05-17,"21,6","17,4","25,9","13,0","0,0",-999,-999,ALICANTE/ALACANT
837,2021-05-18,"20,0","16,0","24,1","12,7","0,0",-999,-999,ALICANTE/ALACANT
838,2021-05-19,"20,6","17,4","23,9","9,3","0,0",-999,-999,ALICANTE/ALACANT
839,2021-05-20,"19,8","16,0","23,5","12,3","0,0",-999,-999,ALICANTE/ALACANT
840,2021-05-21,"19,4","14,5","24,4","12,6","0,0",-999,-999,ALICANTE/ALACANT
841,2021-05-22,"20,8","16,6","25,0","11,0",Ip,-999,-999,ALICANTE/ALACANT
842,2021-05-23,"17,2","14,3","20,0","0,0","53,8",-999,-999,ALICANTE/ALACANT
843,2021-05-24,"20,0","12,8","27,3","13,6","0,0",-999,-999,ALICANTE/ALACANT
844,2021-05-25,"20,0","14,9","25,0","12,6","0,0",-999,-999,ALICANTE/ALACANT
845,2021-05-26,"19,1","14,8","23,4","13,0","0,0",-999,-999,ALICANTE/ALACANT
846,2021-05-27,"18,9","14,7","23,1","7,6","0,2",-999,-999,ALICANTE/ALACANT
847,2021-05-28,"20,5","17,5","23,5","6,6",Ip,-999,-999,ALICANTE/ALACANT
848,2021-05-29,"20,6","15,5","25,7","13,3","0,0",-999,-999,ALICANTE/ALACANT
849,2021-05-30,"21,2","16,2","26,1","9,0","0,0",-999,-999,ALICANTE/ALACANT
850,2021-05-31,"20,6","16,7","24,6","0,9",Ip,-999,-999,ALICANTE/ALACANT
851,2021-06-01,"21,4","16,7","26,1","4,9","2,8",-999,-999,ALICANTE/ALACANT
852,2021-06-02,"21,2","17,3","25,2","11,8","0,0",-999,-999,ALICANTE/ALACANT
853,2021-06-03,"22,0","18,3","25,7","11,7","0,0",-999,-999,ALICANTE/ALACANT
854,2021-06-04,"23,0","19,0","27,0","3,8","0,2",-999,-999,ALICANTE/ALACANT
855,2021-06-05,"20,7","17,1","24,3","4,1","6,4",-999,-999,ALICANTE/ALACANT
856,2021-06-06,"20,7","16,3","25,1","12,7","0,0",-999,-999,ALICANTE/ALACANT
857,2021-06-07,"21,8","17,1","26,5","13,8","0,0",-999,-999,ALICANTE/ALACANT
858,2021-06-08,"21,9","17,3","26,5","12,3","0,0",-999,-999,ALICANTE/ALACANT
859,2021-06-09,"23,6","18,2","28,9","13,8","0,0",-999,-999,ALICANTE/ALACANT
860,2021-06-10,"23,6","18,6","28,6","13,5","0,0",-999,-999,ALICANTE/ALACANT
861,2021-06-11,"23,6","18,1","29,2","13,1","0,0",-999,-999,ALICANTE/ALACANT
862,2021-06-12,"25,4","20,1","30,7","13,1","0,0",-999,-999,ALICANTE/ALACANT
863,2021-06-13,"26,5","22,0","31,0","12,1","0,0",-999,-999,ALICANTE/ALACANT
864,2021-06-14,"25,0","19,7","30,4","12,8","0,0",-999,-999,ALICANTE/ALACANT
865,2021-06-15,"26,0","20,6","31,4","11,0","0,0",-999,-999,ALICANTE/ALACANT
866,2021-06-16,"27,0","22,0","31,9","5,2","0,2",-999,-999,ALICANTE/ALACANT
867,2021-06-17,"24,7","20,9","28,5","11,7","0,0",-999,-999,ALICANTE/ALACANT
868,2021-06-18,"24,2","20,8","27,5","11,0","0,0",-999,-999,ALICANTE/ALACANT
869,2021-06-19,"23,2","20,8","25,7","0,6","0,6",-999,-999,ALICANTE/ALACANT
870,2021-06-20,"24,4","19,3","29,4","11,6","0,0",-999,-999,ALICANTE/ALACANT
871,2021-06-21,"23,8","18,7","28,9","13,7","0,0",-999,-999,ALICANTE/ALACANT
872,2021-06-22,"24,6","20,4","28,8","12,1","0,0",-999,-999,ALICANTE/ALACANT
873,2021-06-23,"22,6","18,1","27,1","12,9","0,0",-999,-999,ALICANTE/ALACANT
874,2021-06-24,"22,8","18,4","27,1","13,9","0,0",-999,-999,ALICANTE/ALACANT
875,2021-06-25,"22,8","18,0","27,7","13,9","0,0",-999,-999,ALICANTE/ALACANT
876,2021-06-26,"22,9","17,8","28,0","13,9","0,0",-999,-999,ALICANTE/ALACANT
877,2021-06-27,"23,0","18,0","28,1","13,8","0,0",-999,-999,ALICANTE/ALACANT
878,2021-06-28,"23,8","19,1","28,5","13,7","0,0",-999,-999,ALICANTE/ALACANT
879,2021-06-29,"24,7","20,6","28,8","11,8","0,0",-999,-999,ALICANTE/ALACANT
880,2021-06-30,"24,6","21,2","28,1","9,9","0,0",-999,-999,ALICANTE/ALACANT
881,2021-07-01,"24,0","19,5","28,4","13,8","0,0",-999,-999,ALICANTE/ALACANT
882,2021-07-02,"23,9","19,7","28,1","13,7","0,0",-999,-999,ALICANTE/ALACANT
883,2021-07-03,"26,5","20,9","32,1","13,0","0,0",-999,-999,ALICANTE/ALACANT
884,2021-07-04,"26,8","21,6","32,1","12,4","0,0",-999,-999,ALICANTE/ALACANT
885,2021-07-05,"26,6","23,0","30,2","11,5","0,0",-999,-999,ALICANTE/ALACANT
886,2021-07-06,"30,1","21,7","38,5","13,7","0,0",-999,-999,ALICANTE/ALACANT
887,2021-07-07,"27,1","23,3","30,9","10,3","0,0",-999,-999,ALICANTE/ALACANT
888,2021-07-08,"25,9","22,4","29,4","13,5","0,0",-999,-999,ALICANTE/ALACANT
889,2021-07-09,"25,2","21,4","28,9","13,0","0,0",-999,-999,ALICANTE/ALACANT
890,2021-07-10,"25,0","19,0","30,9","13,1","0,0",-999,-999,ALICANTE/ALACANT
891,2021-07-11,"26,1","21,5","30,7","11,1","0,0",-999,-999,ALICANTE/ALACANT
892,2021-07-12,"30,4","24,2","36,6","11,7","0,0",-999,-999,ALICANTE/ALACANT
893,2021-07-13,"25,7","22,6","28,8","13,1","0,0",-999,-999,ALICANTE/ALACANT
894,2021-07-14,"24,2","20,1","28,4","12,8","0,0",-999,-999,ALICANTE/ALACANT
895,2021-07-15,"24,5","20,6","28,4","9,9","0,0",-999,-999,ALICANTE/ALACANT
896,2021-07-16,"24,4","19,9","29,0","13,6","0,0",-999,-999,ALICANTE/ALACANT
897,2021-07-17,"24,8","20,1","29,6","13,5","0,0",-999,-999,ALICANTE/ALACANT
898,2021-07-18,"25,0","19,8","30,2","13,5","0,0",-999,-999,ALICANTE/ALACANT
899,2021-07-19,"27,0","23,4","30,6","13,0","0,0",-999,-999,ALICANTE/ALACANT
900,2021-07-20,"26,2","20,7","31,7","13,4","0,0",-999,-999,ALICANTE/ALACANT
901,2021-07-21,"26,2","20,7","31,6","13,4","0,0",-999,-999,ALICANTE/ALACANT
902,2021-07-22,"28,1","21,0","35,2","13,5","0,0",-999,-999,ALICANTE/ALACANT
903,2021-07-23,"27,2","21,7","32,7","11,8","0,0",-999,-999,ALICANTE/ALACANT
904,2021-07-24,"27,9","24,0","31,8","12,1","0,0",-999,-999,ALICANTE/ALACANT
905,2021-07-25,"27,4","22,9","31,9","12,1","0,0",-999,-999,ALICANTE/ALACANT
906,2021-07-26,"24,0","19,6","28,5","6,2","26,4",-999,-999,ALICANTE/ALACANT
907,2021-07-27,"25,2","20,9","29,4","12,2","0,0",-999,-999,ALICANTE/ALACANT
908,2021-07-28,"25,5","21,0","30,0","13,1","0,0",-999,-999,ALICANTE/ALACANT
909,2021-07-29,"25,5","20,9","30,1","13,1","0,0",-999,-999,ALICANTE/ALACANT
910,2021-07-30,"28,2","22,2","34,2","12,7","0,0",-999,-999,ALICANTE/ALACANT
911,2021-07-31,"27,0","23,3","30,6","10,6","0,0",-999,-999,ALICANTE/ALACANT
912,2021-08-01,"24,9","22,0","27,8","12,2","0,0",-999,-999,ALICANTE/ALACANT
913,2021-08-02,"25,6","21,7","29,4","10,7","0,0",-999,-999,ALICANTE/ALACANT
914,2021-08-03,"24,6","19,7","29,4","13,2","0,0",-999,-999,ALICANTE/ALACANT
915,2021-08-04,"27,3","20,6","34,0","12,2","0,0",-999,-999,ALICANTE/ALACANT
916,2021-08-05,"27,1","24,1","30,1","11,3","0,0",-999,-999,ALICANTE/ALACANT
917,2021-08-06,"26,6","22,0","31,2","13,2","0,0",-999,-999,ALICANTE/ALACANT
918,2021-08-07,"27,2","21,8","32,5","12,1","0,0",-999,-999,ALICANTE/ALACANT
919,2021-08-08,"26,8","24,3","29,2","9,5","0,0",-999,-999,ALICANTE/ALACANT
920,2021-08-09,"26,7","24,0","29,4","11,7","0,0",-999,-999,ALICANTE/ALACANT
921,2021-08-10,"27,0","22,4","31,7","2,6",Ip,-999,-999,ALICANTE/ALACANT
922,2021-08-11,"29,2","24,6","33,7","8,8","0,0",-999,-999,ALICANTE/ALACANT
923,2021-08-12,"32,0","25,6","38,3","6,4","0,0",-999,-999,ALICANTE/ALACANT
924,2021-08-13,"28,3","22,4","34,2","11,6","0,0",-999,-999,ALICANTE/ALACANT
925,2021-08-14,"29,9","24,8","35,0","11,4","0,0",-999,-999,ALICANTE/ALACANT
926,2021-08-15,"31,5","23,5","39,5","10,1","0,0",-999,-999,ALICANTE/ALACANT
927,2021-08-16,"29,7","25,5","33,9","12,0",Ip,-999,-999,ALICANTE/ALACANT
928,2021-08-17,"26,4","24,7","28,1","1,3","1,0",-999,-999,ALICANTE/ALACANT
929,2021-08-18,"26,0","22,7","29,4","8,5","0,0",-999,-999,ALICANTE/ALACANT
930,2021-08-19,"25,8","21,7","29,9","10,1","0,0",-999,-999,ALICANTE/ALACANT
931,2021-08-20,"26,2","22,0","30,3","12,2","0,0",-999,-999,ALICANTE/ALACANT
932,2021-08-21,"25,8","20,7","30,9","11,8","0,0",-999,-999,ALICANTE/ALACANT
933,2021-08-22,"27,8","22,3","33,4","9,1","0,0",-999,-999,ALICANTE/ALACANT
934,2021-08-23,"27,5","22,2","32,8","9,8","0,0",-999,-999,ALICANTE/ALACANT
935,2021-08-24,"26,6","23,0","30,1","8,0",Ip,-999,-999,ALICANTE/ALACANT
936,2021-08-25,"26,6","22,9","30,2","11,1","0,0",-999,-999,ALICANTE/ALACANT
937,2021-08-26,"26,6","22,2","31,1","12,4","0,0",-999,-999,ALICANTE/ALACANT
938,2021-08-27,"27,2","20,7","33,7","12,4","0,0",-999,-999,ALICANTE/ALACANT
939,2021-08-28,"26,9","22,7","31,1","12,2","0,0",-999,-999,ALICANTE/ALACANT
940,2021-08-29,"27,4","23,2","31,6","11,0","0,0",-999,-999,ALICANTE/ALACANT
941,2021-08-30,"27,4","24,4","30,4","11,2","0,0",-999,-999,ALICANTE/ALACANT
942,2021-08-31,"26,2","22,8","29,7","11,2","0,0",-999,-999,ALICANTE/ALACANT
943,2021-09-01,"27,2","24,6","29,9","3,2","1,4",-999,-999,ALICANTE/ALACANT
944,2021-09-02,"25,4","21,0","29,7","10,6","0,0",-999,-999,ALICANTE/ALACANT
945,2021-09-03,"26,6","23,5","29,6","11,6","0,0",-999,-999,ALICANTE/ALACANT
946,2021-09-04,"25,7","21,8","29,6","11,0","0,0",-999,-999,ALICANTE/ALACANT
947,2021-09-05,"25,4","20,7","30,0","11,1","0,0",-999,-999,ALICANTE/ALACANT
948,2021-09-06,"26,2","20,1","32,3","10,0","0,0",-999,-999,ALICANTE/ALACANT
949,2021-09-07,"26,4","21,7","31,2","8,6",Ip,-999,-999,ALICANTE/ALACANT
950,2021-09-08,"25,7","21,0","30,4","11,5","0,0",-999,-999,ALICANTE/ALACANT
951,2021-09-09,"28,0","22,0","34,0","10,9","0,0",-999,-999,ALICANTE/ALACANT
952,2021-09-10,"26,9","22,9","30,9","11,6","0,0",-999,-999,ALICANTE/ALACANT
953,2021-09-11,"25,5","21,2","29,8","11,3","0,0",-999,-999,ALICANTE/ALACANT
954,2021-09-12,"25,0","19,4","30,5","11,8","0,0",-999,-999,ALICANTE/ALACANT
955,2021-09-13,"25,2","21,0","29,4","0,3","0,4",-999,-999,ALICANTE/ALACANT
956,2021-09-14,"27,0","22,5","31,5","2,2","0,4",-999,-999,ALICANTE/ALACANT
957,2021-09-15,"26,7","22,1","31,3","6,6",Ip,-999,-999,ALICANTE/ALACANT
958,2021-09-16,"25,4","19,7","31,1","9,4","1,0",-999,-999,ALICANTE/ALACANT
959,2021-09-17,"25,0","20,8","29,2","10,5","0,0",-999,-999,ALICANTE/ALACANT
960,2021-09-18,"24,8","19,8","29,7","11,3","0,0",-999,-999,ALICANTE/ALACANT
961,2021-09-19,"24,3","20,7","27,9","10,9","0,0",-999,-999,ALICANTE/ALACANT
962,2021-09-20,"23,6","18,7","28,4","11,2","1,2",-999,-999,ALICANTE/ALACANT
963,2021-09-21,"22,6","17,4","27,7","7,6","0,0",-999,-999,ALICANTE/ALACANT
964,2021-09-22,"23,5","19,4","27,6","8,2","0,0",-999,-999,ALICANTE/ALACANT
965,2021-09-23,"25,2","20,6","29,7","9,1","0,0",-999,-999,ALICANTE/ALACANT
966,2021-09-24,"26,2","22,9","29,6","7,7","1,2",-999,-999,ALICANTE/ALACANT
967,2021-09-25,"26,5","22,5","30,5","10,1","0,0",-999,-999,ALICANTE/ALACANT
968,2021-09-26,"25,0","19,5","30,5","11,2","0,0",-999,-999,ALICANTE/ALACANT
969,2021-09-27,"24,6","18,7","30,5","10,8","0,0",-999,-999,ALICANTE/ALACANT
970,2021-09-28,"22,6","17,1","28,0","11,0","0,0",-999,-999,ALICANTE/ALACANT
971,2021-09-29,"22,4","16,8","27,9","8,9","0,0",-999,-999,ALICANTE/ALACANT
972,2021-09-30,"23,6","19,4","27,8","10,4","0,0",-999,-999,ALICANTE/ALACANT
973,2021-10-01,"23,4","18,8","27,9","8,7","0,0",-999,-999,ALICANTE/ALACANT
974,2021-10-02,"23,6","19,1","28,0","7,9","0,0",-999,-999,ALICANTE/ALACANT
975,2021-10-03,"22,9","17,2","28,6","10,0","7,4",-999,-999,ALICANTE/ALACANT
976,2021-10-04,"20,6","14,9","26,2","9,7","0,0",-999,-999,ALICANTE/ALACANT
977,2021-10-05,"21,7","13,3","30,1","10,4","0,0",-999,-999,ALICANTE/ALACANT
978,2021-10-06,"21,8","16,7","26,9","9,5","0,0",-999,-999,ALICANTE/ALACANT
979,2021-10-07,"23,5","20,9","26,1","5,7","0,0",-999,-999,ALICANTE/ALACANT
980,2021-10-08,"21,8","18,5","25,2","7,9",Ip,-999,-999,ALICANTE/ALACANT
981,2021-10-09,"21,6","18,1","25,2","7,8","0,0",-999,-999,ALICANTE/ALACANT
982,2021-10-10,"21,0","16,5","25,5","10,5","0,0",-999,-999,ALICANTE/ALACANT
983,2021-10-11,"20,6","16,2","25,1","10,4","0,0",-999,-999,ALICANTE/ALACANT
984,2021-10-12,"19,6","14,6","24,5","10,7","0,0",-999,-999,ALICANTE/ALACANT
985,2021-10-13,"19,3","13,9","24,7","10,6","0,0",-999,-999,ALICANTE/ALACANT
986,2021-10-14,"20,1","15,0","25,2","10,6","0,0",-999,-999,ALICANTE/ALACANT
987,2021-10-15,"20,2","14,9","25,6","8,7","0,0",-999,-999,ALICANTE/ALACANT
988,2021-10-16,"20,4","14,8","26,0","9,2",Ip,-999,-999,ALICANTE/ALACANT
989,2021-10-17,"20,8","17,6","23,9","1,4","0,4",-999,-999,ALICANTE/ALACANT
990,2021-10-18,"20,2","15,1","25,2","8,2","0,0",-999,-999,ALICANTE/ALACANT
991,2021-10-19,"20,6","16,5","24,7","8,9","0,0",-999,-999,ALICANTE/ALACANT
992,2021-10-20,"19,2","13,6","24,7","10,2","0,0",-999,-999,ALICANTE/ALACANT
993,2021-10-21,"23,2","16,1","30,3","8,7","0,0",-999,-999,ALICANTE/ALACANT
994,2021-10-22,"18,0","14,8","21,1","1,3","12,6",-999,-999,ALICANTE/ALACANT
995,2021-10-23,"19,0","15,3","22,8","6,7","0,0",-999,-999,ALICANTE/ALACANT
996,2021-10-24,"18,1","13,2","23,0","8,9","0,0",-999,-999,ALICANTE/ALACANT
997,2021-10-25,"17,6","12,0","23,2","10,0","0,0",-999,-999,ALICANTE/ALACANT
998,2021-10-26,"17,2","12,8","21,5","3,1","8,2",-999,-999,ALICANTE/ALACANT
999,2021-10-27,"17,8","12,8","22,9","9,3","0,0",-999,-999,ALICANTE/ALACANT
1000,2021-10-28,"18,8","14,2","23,3","6,1","0,0",-999,-999,ALICANTE/ALACANT
1001,2021-10-29,"18,2","13,7","22,8","5,6","1,2",-999,-999,ALICANTE/ALACANT
1002,2021-10-30,"19,1","16,2","22,0","0,2","3,4",-999,-999,ALICANTE/ALACANT
1003,2021-10-31,"24,0","17,8","30,3","6,5","0,0",-999,-999,ALICANTE/ALACANT
1004,2021-11-01,"23,8","20,1","27,6","4,0","0,0",-999,-999,ALICANTE/ALACANT
1005,2021-11-02,"20,7","17,0","24,4","6,9",Ip,-999,-999,ALICANTE/ALACANT
1006,2021-11-03,"16,1","12,7","19,5","7,6","0,2",-999,-999,ALICANTE/ALACANT
1007,2021-11-04,"15,0","9,5","20,4","6,3","1,2",-999,-999,ALICANTE/ALACANT
1008,2021-11-05,"14,6","9,9","19,2","5,6","2,4",-999,-999,ALICANTE/ALACANT
1009,2021-11-06,"14,0","9,8","18,1","8,4","0,0",-999,-999,ALICANTE/ALACANT
1010,2021-11-07,"13,8","6,3","21,3","9,7","0,0",-999,-999,ALICANTE/ALACANT
1011,2021-11-08,"14,2","7,5","20,9","9,6","0,0",-999,-999,ALICANTE/ALACANT
1012,2021-11-09,"14,6","9,1","20,1","5,7","1,2",-999,-999,ALICANTE/ALACANT
1013,2021-11-10,"16,0","12,8","19,2","2,9","0,0",-999,-999,ALICANTE/ALACANT
1014,2021-11-11,"16,4","9,9","23,0","9,3",Ip,-999,-999,ALICANTE/ALACANT
1015,2021-11-12,"18,6","16,0","21,1","3,9","0,0",-999,-999,ALICANTE/ALACANT
1016,2021-11-13,"17,4","12,4","22,5","4,7","0,0",-999,-999,ALICANTE/ALACANT
1017,2021-11-14,"16,8","10,9","22,8","9,5","0,0",-999,-999,ALICANTE/ALACANT
1018,2021-11-15,"15,1","9,4","20,8","7,5","0,0",-999,-999,ALICANTE/ALACANT
1019,2021-11-16,"13,0","7,0","19,1","9,6","0,0",-999,-999,ALICANTE/ALACANT
1020,2021-11-17,"14,0","8,1","20,0","6,0","1,4",-999,-999,ALICANTE/ALACANT
1021,2021-11-18,"12,1","9,7","14,5","0,2","10,2",-999,-999,ALICANTE/ALACANT
1022,2021-11-19,"13,8","9,7","18,0","3,2","0,6",-999,-999,ALICANTE/ALACANT
1023,2021-11-20,"16,0","13,9","18,1","0,0","1,8",-999,-999,ALICANTE/ALACANT
1024,2021-11-21,"16,4","11,6","21,3","3,6","0,0",-999,-999,ALICANTE/ALACANT
1025,2021-11-22,"15,5","11,5","19,5","3,2","32,2",-999,-999,ALICANTE/ALACANT
1026,2021-11-23,"13,6","9,4","17,7","7,3","0,0",-999,-999,ALICANTE/ALACANT
1027,2021-11-24,"10,8","7,3","14,2","8,8","0,0",-999,-999,ALICANTE/ALACANT
1028,2021-11-25,"12,8","9,0","16,7","9,0","0,0",-999,-999,ALICANTE/ALACANT
1029,2021-11-26,"11,8","6,6","17,0","7,7","0,0",-999,-999,ALICANTE/ALACANT
1030,2021-11-27,"13,4","8,7","18,2","7,9","0,0",-999,-999,ALICANTE/ALACANT
1031,2021-11-28,"10,4","7,1","13,7","8,7","0,0",-999,-999,ALICANTE/ALACANT
1032,2021-11-29,"14,0","9,0","19,0","9,0","0,0",-999,-999,ALICANTE/ALACANT
1033,2021-11-30,"13,6","8,9","18,2","8,8","0,0",-999,-999,ALICANTE/ALACANT
1034,2021-12-01,"12,9","6,5","19,3","9,0","0,0",-999,-999,ALICANTE/ALACANT
1035,2021-12-02,"13,8","10,0","17,6","4,3","0,0",-999,-999,ALICANTE/ALACANT
1036,2021-12-03,"13,6","8,8","18,5","9,0","0,0",-999,-999,ALICANTE/ALACANT
1037,2021-12-04,"13,9","8,3","19,5","8,1","0,0",-999,-999,ALICANTE/ALACANT
1038,2021-12-05,"15,1","11,8","18,4","7,0",Ip,-999,-999,ALICANTE/ALACANT
1039,2021-12-06,"13,4","7,6","19,3","8,9","0,0",-999,-999,ALICANTE/ALACANT
1040,2021-12-07,"15,6","10,0","21,2","8,7","0,0",-999,-999,ALICANTE/ALACANT
1041,2021-12-08,"14,1","10,1","18,1","4,4",Ip,-999,-999,ALICANTE/ALACANT
1042,2021-12-09,"14,4","9,6","19,3","7,8","0,0",-999,-999,ALICANTE/ALACANT
1043,2021-12-10,"16,6","14,3","19,0","0,6","0,0",-999,-999,ALICANTE/ALACANT
1044,2021-12-11,"17,6","12,4","22,9","8,0","0,0",-999,-999,ALICANTE/ALACANT
1045,2021-12-12,"13,9","8,7","19,1","8,9","0,0",-999,-999,ALICANTE/ALACANT
1046,2021-12-13,"12,6","6,7","18,5","8,2","0,0",-999,-999,ALICANTE/ALACANT
1047,2021-12-14,"11,2","5,4","17,0","7,7","0,0",-999,-999,ALICANTE/ALACANT
1048,2021-12-15,"13,0","9,1","16,8","3,9","0,0",-999,-999,ALICANTE/ALACANT
1049,2021-12-16,"12,8","8,4","17,2","4,2","0,0",-999,-999,ALICANTE/ALACANT
1050,2021-12-17,"11,8","7,1","16,6","6,7","0,0",-999,-999,ALICANTE/ALACANT
1051,2021-12-18,"12,6","9,7","15,4","0,1","0,0",-999,-999,ALICANTE/ALACANT
1052,2021-12-19,"11,6","7,8","15,3","0,7","0,0",-999,-999,ALICANTE/ALACANT
1053,2021-12-20,"12,2","6,7","17,7","7,9","0,0",-999,-999,ALICANTE/ALACANT
1054,2021-12-21,"15,4","9,4","21,5","5,4","0,0",-999,-999,ALICANTE/ALACANT
1055,2021-12-22,"13,6","9,9","17,3","4,3","0,4",-999,-999,ALICANTE/ALACANT
1056,2021-12-23,"13,4","11,3","15,4","0,0","0,2",-999,-999,ALICANTE/ALACANT
1057,2021-12-24,"13,6","10,3","17,0","1,4","0,6",-999,-999,ALICANTE/ALACANT
1058,2021-12-25,"12,9","8,7","17,1","1,7","0,0",-999,-999,ALICANTE/ALACANT
1059,2021-12-26,"15,8","10,6","21,0","2,9","0,0",-999,-999,ALICANTE/ALACANT
1060,2021-12-27,"19,4","14,3","24,5","7,4","0,0",-999,-999,ALICANTE/ALACANT
1061,2021-12-28,"19,2","14,8","23,5","7,1","0,0",-999,-999,ALICANTE/ALACANT
1062,2021-12-29,"16,0","9,9","22,2","8,9","0,0",-999,-999,ALICANTE/ALACANT
1063,2021-12-30,"14,6","7,9","21,3","8,9","0,0",-999,-999,ALICANTE/ALACANT
1064,2021-12-31,"11,8","6,0","17,7","7,9","0,0",-999,-999,ALICANTE/ALACANT
1065,2022-01-01,"12,0","6,6","17,5","8,8","0,0",-999,-999,ALICANTE/ALACANT
1066,2022-01-02,"11,0","3,4","18,5","8,7","0,0",-999,-999,ALICANTE/ALACANT
1067,2022-01-03,"10,8","5,1","16,4","6,3","0,0",-999,-999,ALICANTE/ALACANT
1068,2022-01-04,"13,8","7,7","19,9","8,9","0,0",-999,-999,ALICANTE/ALACANT
1069,2022-01-05,"13,4","10,0","16,8","7,7","0,0",-999,-999,ALICANTE/ALACANT
1070,2022-01-06,"9,8","4,8","14,9","8,7","0,0",-999,-999,ALICANTE/ALACANT
1071,2022-01-07,"9,6","3,1","16,0","8,7","0,0",-999,-999,ALICANTE/ALACANT
1072,2022-01-08,"11,6","4,3","18,8","8,4","0,0",-999,-999,ALICANTE/ALACANT
1073,2022-01-09,"16,0","11,6","20,4","6,5","0,0",-999,-999,ALICANTE/ALACANT
1074,2022-01-10,"18,5","14,4","22,6","8,1","5,8",-999,-999,ALICANTE/ALACANT
1075,2022-01-11,"10,8","7,0","14,5","0,0","0,6",-999,-999,ALICANTE/ALACANT
1076,2022-01-12,"11,2","6,1","16,3","7,7","0,8",-999,-999,ALICANTE/ALACANT
1077,2022-01-13,"9,8","4,9","14,7","8,6","0,0",-999,-999,ALICANTE/ALACANT
1078,2022-01-14,"8,6","2,4","14,8","5,6","0,0",-999,-999,ALICANTE/ALACANT
1079,2022-01-15,"9,6","3,4","15,8","9,0","0,0",-999,-999,ALICANTE/ALACANT
1080,2022-01-16,"8,9","2,5","15,3","9,1","0,0",-999,-999,ALICANTE/ALACANT
1081,2022-01-17,"8,4","1,4","15,5","9,0","0,0",-999,-999,ALICANTE/ALACANT
1082,2022-01-18,"9,2","2,4","15,9","9,2","0,0",-999,-999,ALICANTE/ALACANT
1083,2022-01-19,"9,0","2,7","15,2","3,9","0,0",-999,-999,ALICANTE/ALACANT
1084,2022-01-20,"9,1","3,0","15,2","4,1",Ip,-999,-999,ALICANTE/ALACANT
1085,2022-01-21,"9,1","3,1","15,1","8,7",Ip,-999,-999,ALICANTE/ALACANT
1086,2022-01-22,"8,4","4,1","12,6","0,9","5,8",-999,-999,ALICANTE/ALACANT
1087,2022-01-23,"10,0","7,5","12,6","0,2","0,6",-999,-999,ALICANTE/ALACANT
1088,2022-01-24,"9,4","4,8","14,0","2,7","3,4",-999,-999,ALICANTE/ALACANT
